api_member_id,api_date,api_type,api_kind,api_relation,api_detail,api_current_valuation,api_origin_valuation,api_increased_amount,api_decreased_amount,api_reason_change
MSY7784L,201803,유가증권,상장주식,배우자,"KB금융지주 보통 0주(1,392주 감소), 풍산 보통주0주(2,078주 감소), LG유플러스보통 1,258주(6,252주 감소), 삼성 KODEX 코스 43,613주(6,205주 감소), 삼성바이오로직 93주(44주 증가), 코스맥스보통주 90주(52주 증가), 종근당보통주 360주(590주 감소), 화승인더스트리 1,213주(2,402주 감소), 세방보통주 0주(1,675주 감소), 부산산업보통주 0주(365주 감소), 한샘보통주 0주(117주 감소), 에스에프에이 0주(355주 감소), SK케미칼보통주 369주(12주 감소), 아세아보통주  40주(40주 증가), 에스케이씨코오 1,957주(1,957주 증가), 셀트리온 187주(187주 증가), 아세아시멘트보 149주(149주 증가), 아모텍     2,138주(2,138주 증가), 미래컴퍼니 195주(195주 증가), 서연보통주   1,849주(1,849주 증가), 에스에프에이  1,246주(1,246주 증가), 한양이엔지 2,034주(2,034주 증가), S-Oil보통주   286주(286주 증가), 신도리코보통주 291주(291주 증가), 하이비젼시스템 1,333주(1,333주 증가), 삼화콘덴서공업 656주(656주 증가), 유비쿼스    348주(348주 증가), 서울반도체   222주(222주 증가), 비에이치    2,485주(2,485주 증가), 뉴트리바이오텍 719주(719주 증가), 삼성화재해상보 63주(63주 증가), 강원랜드보통주 178주(178주 증가), 대한유화보통주 40주(40주 증가), 와이지-원    3,027주(3,027주 증가), 덕산네오룩스  624주(624주 증가), 메카로     169주(169주 증가), SK텔레콤보통주 105주(212주 감소), 효성보통주 250주(166주 증가), 삼성 KODEX200 23,255주(35,107주 감소),삼성물산보통주 291주, 화승엔터프라이 0주(1,020주 감소), 한국가스공사보 238주(169주 감소), 중소기업은행보 2,147주(903주 감소), GS건설보통주 0주(812주 감소), 넥스턴0주(1,933주 감소), 대덕GDS보통주 0주(2,130주 감소),유니테스트 0주(3,704주 감소), 우진플라임 보통 0주(3,031주 감소), 에스엘보통주 0주(1,517주 감소), 현대산업개발보 0주(712주 감소), 코리아써키트보 0주(1,565주 감소), 동아쏘시오홀딩 0주(43주 감소), 삼천당제약 0주(1,372주 감소), 고영테크놀러지763주(763주 증가), 와이엠씨    2,428주(2,428주 증가), 씨제이오쇼핑  98주(98주 증가), 한국전력공사보 496주(496주 증가), 아바코     3,083주(3,083주 증가), 솔브레인 890주(890주 증가), 하이록코리아  722주(722주 증가), 세아베스틸보통 614주(614주 증가), 대한항공보통주 1,903주(1,903주 증가), 한국공항보통주 139주(139주 증가), 지에스홈쇼핑  302주(302주 증가), 지란지교시큐리 2,133주(2,133주 증가), 현대로보틱스보 137주(137주 증가), 예림당     414주(414주 증가), 한국화장품보통 766주(766주 증가), 인지디스플레이 2,253주(2,253주 증가), 테라젠이텍스 891주(891주 증가), 한국타이어보통 87주(87주 증가), 휴젤106주(106주 증가), 월덱스     6,908주(6,908주 증가), 두산밥캣보통주 758주(758주 증가), 한솔케미칼보통 390주(390주 증가), LG화학보통주 0주(205주 감소), 현대글로비스보 571주(199주 감소), 대우증권보통주 312주, KB손해보험보통 0주(727주 감소), 삼양사보통주 0주(287주 감소), 솔브레인 0주(142주 감소), 한국전력공사보 0주(255주 감소), 한국공항보통주 410주(375주 감소), 비츠로셀 1,329주(860주 감소), 삼화네트웍스 0주(16,160주 감소), 화성산업보통주 867주(1,834주 감소), 동일산업보통주 0주(252주 감소), 디엠에스 0주(3,710주 감소), 티웨이홀딩스보 0주(3,630주 감소), 계룡건설산업보 0주(2,489주 감소), LS산전보통주 0주(435주 감소), 삼성 KODEX200 2,881주(2,881주 증가), 티에스이    189주(189주 증가), OCI보통주  765주(765주 증가), 엑시콘     690주(690주 증가), 포스코켐텍2,177주(2,177주 증가), 화승엔터프라이 225주(225주 증가), 원익아이피에스 252주(252주 증가), SK보통주    74주(74주 증가), 이건산업보통주 1,936주(1,936주 증가), 삼성전기보통주 644주(644주 증가), 한미약품보통주 84주(84주 증가), 쏠리드2,361주(2,361주 증가), 서부티엔디   11,898주(11,898주증가), 만도보통주   24주(24주 증가), 한화생명보험보 5,798주(5,798주 증가),S&T모티브보통주 182주(182주 증가), 현대미포조선보135주(135주 증가), 케이씨텍보통주 527주(527주 증가), 현대건설기계보 89주(89주 증가), 태광 2,312주(2,312주 증가), 두올보통주   1,192주(1,192주증가), 서부티엔디 5,258주(7,215주 감소), 에이피시스템0주(1,613주 감소) 등",7281881,6822130,5177758,4718007,"(3,704주 감소), 우진플라임 보통 0주(3,031주 감소), 에스엘보통주 0주(1,517주 감소), 현대산업개발보 0주(712주 감소), 코리아써키트보 0주(1,565주 감소), 동아쏘시오홀딩 0주(43주 감소), 삼천당제약 0주(1,372주 감소), 고영테크놀러지763주(763주 증가), 와이엠씨    2,428주(2,428주 증가), 씨제이오쇼핑  98주(98주 증가), 한국전력공사보 496주(496주 증가), 아바코     3,083주(3,083주 증가), 솔브레인 890주(890주 증가), 하이록코리아  722주(722주 증가), 세아베스틸보통 614주(614주 증가), 대한항공보통주 1,903주(1,903주 증가), 한국공항보통주 139주(139주 증가), 지에스홈쇼핑  302주(302주 증가), 지란지교시큐리 2,133주(2,133주 증가), 현대로보틱스보 137주(137주 증가), 예림당     414주(414주 증가), 한국화장품보통 766주(766주 증가), 인지디스플레이 2,253주(2,253주 증가), 테라젠이텍스 891주(891주 증가), 한국타이어보통 87주(87주 증가), 휴젤106주(106주 증가), 월덱스     6,908주(6,908주 증가), 두산밥캣보통주 758주(758주 증가), 한솔케미칼보통 390주(390주 증가), LG화학보통주 0주(205주 감소), 현대글로비스보 571주(199주 감소), 대우증권보통주 312주, KB손해보험보통 0주(727주 감소), 삼양사보통주 0주(287주 감소), 솔브레인 0주(142주 감소), 한국전력공사보 0주(255주 감소), 한국공항보통주 410주(375주 감소), 비츠로셀 1,329주(860주 감소), 삼화네트웍스 0주(16,160주 감소), 화성산업보통주 867주(1,834주 감소), 동일산업보통주 0주(252주 감소), 디엠에스 0주(3,710주 감소), 티웨이홀딩스보 0주(3,630주 감소), 계룡건설산업보 0주(2,489주 감소), LS산전보통주 0주(435주 감소), 삼성 KODEX200 2,881주(2,881주 증가), 티에스이    189주(189주 증가), OCI보통주  765주(765주 증가), 엑시콘     690주(690주 증가), 포스코켐텍2,177주(2,177주 증가), 화승엔터프라이 225주(225주 증가), 원익아이피에스 252주(252주 증가), SK보통주    74주(74주 증가), 이건산업보통주 1,936주(1,936주 증가), 삼성전기보통주 644주(644주 증가), 한미약품보통주 84주(84주 증가), 쏠리드2,361주(2,361주 증가), 서부티엔디   11,898주(11,898주증가), 만도보통주   24주(24주 증가), 한화생명보험보 5,798주(5,798주 증가), S&T모티브보통주 182주(182주 증가), 현대미포조선보135주(135주 증가), 케이씨텍보통주 527주(527주 증가), 현대건설기계보 89주(89주 증가), 태광 2,312주(2,312주 증가), 두올보통주   1,192주(1,192주증가), 서부티엔디 5,258주(7,215주 감소), 에이피시스템0주(1,613주 감소) 등"
HS39431V,202408,건물,아파트,본인,"서울특별시 용산구 한남동 한남더힐 건물 558,984.00㎡",7240700,,,,
L5P27909,202408,토지,대지,배우자,"서울특별시 강남구 대치동 890-13번지 0.00㎡ 중 0.00㎡ (총면적 229.80㎡ 감소, 지분면적 114.90㎡ 감소)",7013496,,,,
V1849655,201603,채무,금융기관채무,본인,"현대캐피탈 11,483(24,890 감소), 우리은행 6,015,817(15,817 증가), 부산은행 30,000(30,000 증가),
비엔케이캐피탈(주) 911,051(363,778 감소)",6968351,7311202,337621,680472,일부 상환 후 재대출(의료기기 리스)
N4R2421C,202103,채권,,본인,사인간채권 증가,6955116,6205990,790000,40874,일부상환 및 신규채권발생
N4R2421C,202103,예금,,본인,"(주)KEB하나은행 473,872(318,959 감소), AIA생명보험주 식회사 225,007, 농협은행 6,006,217(2,682,041 감소),농협중앙회 5,876(11,347 감소), 동양생명보험 1,074,메리츠화재해상보험(보험) 167,485, 삼성증권 1,997(4 증가), 새마을금고 645(13 증가), 신용협동조합중앙회 32,070(58 증가), 씨티은행 433, 아이비케이투자증권(주)2, 우리은행 5,706(9,027 감소), 우체국 27,056(46 증가)",6947440,9968693,1409230,4430483,세금납부 등 지출
MSY7784L,201803,유가증권,비상장주식,배우자,"푸르밀 126,000주, KIPM 210,000주, 대선건설 479,897주,
삼경축산 90,000주",6928970,6928970,0,0,
MSY7784L,201703,유가증권,비상장주식,배우자,"푸르밀 126,000주, KIPM 210,000주, 대선건설 479,897주,
삼경축산 90,000주",6928970,6928970,0,0,
MSY7784L,201903,유가증권,비상장주식,배우자,"푸르밀 126,000주, KIPM 210,000주, 대선건설 479,897주, 삼경축산 90,000주",6928970,6928970,0,0,
MSY7784L,201603,유가증권,비상장주식,배우자,"푸르밀 126,000주, KIPM 210,000주, 대선건설 479,897주,
삼경축산 90,000주",6928970,6928970,0,0,
UF53617M,202408,예금,,본인,"(주)KEB하나은행 67, 미래에셋증권 3, 신한은행 6,907,726, 신한투자증권 4,업비트 1, 우리은행 126",6907927,,,,
2WQ6656P,202003,채무,금융기관채무,본인,"(주)KEB하나은행 6,895,302(183,451 증가)",6895302,6711851,183451,,생활비 지출
QB390802,201803,유가증권,회사채,본인,"회사채 6,893,156,000주(6,893,156,000주 증가)",6893156,0,6893156,0,
T2K9554I,201903,건물,문화 및 집회시설,본인,"경기도 포천시 소흘읍 무림리 대지 20,462.00㎡건물 180.88㎡ (건물 58.15㎡증가)",6829407,6221099,608308,0,공시가격 변경
T2K9554I,202003,건물,"문화 및 집회시
 설",본인,"경기도 포천시 소흘읍 무림리 대지 20,462.00㎡ 건물
 180.88㎡",6829407,6829407,,,가액변동 없음
MSY7784L,201703,유가증권,상장주식,배우자,"씨제이제일제당 0주(188주 감소), 한국토지신탁0주(19,784주 감소), 케이지이니시스 0주(758주 감소), 아이원스 0주(846주 감소), 한국투자 KINDEX 0주(5,667주 감소), 호텔신라보통주 0주(284주 감소), 메디톡스 0주(66주 감소), 에스.엠.엔터테 0주(1,332주 감소), 풍산 보통주 2,078주(898주 감소), KB금융지주 보통 1,392주(2,113주 감소), 한섬보통주 0주(1,838주 감소), 코오롱인더스트 0주(184주 감소), 한화보통주 0주(1,336주 감소), 다원시스0주(1,228주 감소), 삼성생명보험보 0주(380주 감소), 케이티보통주 0주(2,279주 감소), 만도보통주 0주(284주 감소), 코스맥스보통주 38주(350주 감소), 씨제이오쇼핑 0주(64주 감소), LG유플러스보통 7,510주(4,976주 증가), NAVER보통주 0주(36주 감소), 멜파스 0주(1,557주 감소), 화승인더스트리 3,615주(2,891주 증가), BGF리테일보통주 0주(76주 감소), 한국투자금융지 0주(314주 감소), 삼성 KODEX 코스 49,818주(49,818주 증가), 삼성바이오로직 49주(49주 증가), 종근당보통주 950주(950주 증가), 세방보통주 1,675주(1,675주 증가), 부산산업보통주 365주(365주 증가), 한샘보통주 117주(117주 증가), 에스에프에이 355주(355주 증가), SK케미칼보통주 381주(381주 증가), SK텔레콤보통주 317주(142주 감소), 효성보통주 84주(921주 감소), 이에스브이 0주(1,057주 감소), 삼성 KODEX200 58,362주(54,378주 증가),LG상사보통주 0주(2,968주 감소), 삼성SDI보통주 0주(716주 감소), 두산보통주 0주(647주 감소), 웅진씽크빅 보통 0주(5,543주 감소), 삼성물산보통주 291주(149주 감소), 현대산업개발보 712주(198주 증가), 동아타이어공업 0주(2,422주 감소), 아스트 0주(1,066주 감소), 한국가스공사보 407주(147주 증가), 중소기업은행보 3,050주(24주 증가), 이오테크닉스 0주(258주 감소), 지역난방공사보 0주(134주 감소), 고영테크놀러지 0주(878주 감소), LS보통주 0주(858주 감소), 대림B&Co보통주 0주(949주 감소), 화승엔터프라이 1,020주(1,020주 증가), GS건설보통주 812주(812주 증가), 넥스턴 1,933주(1,933주증가),대덕GDS보통주 2,130주(2,130주 증가), 유니테스트 3,704주(3,704주 증가), 우진플라임 보통 3,031주(3,031주 증가), 에스엘보통주 1,517주(1,517주 증가), 코리아써키트보 1,565주(1,565주 증가), 동아쏘시오홀딩 43주(43주 증가), 삼천당제약 1,372주(1,372주 증가), LG화학보통주 205주(58주 감소), 현대글로비스보 770주(357주 감소), 대우증권보통주 312주, 한세실업보통주0주(652주 감소), KB손해보험보통 727주(1,238주 감소), 현대미포조선보 0주(1,942주 감소), 동부화재해상보 0주(1,077주 감소), 현대해상화재보 0주(786주 감소), 대웅제약보통주 0주(312주 감소), 녹십자홀딩스보 0주(554주 감소), 아이에스시 0주(556주 감소), S&T모티브보통주 0주(332주 감소), 삼양사보통주 287주(128주 증가), 서울옥션0주(1,727주 감소), 한국전력공사보 255주(1,070주 감소), 신세계보통주 0주(84주 감소), 아이쓰리시스템 0주(364주 감소), LS산전보통주 435주(442주 감소), 휴온스 0주(273주 감소), 이건산업보통주 0주(784주 감소), 솔브레인 142주(142주 증가), 한국공항보통주 785주(785주 증가), 비츠로셀 2,189주(2,189주 증가), 삼화네트웍스 16,160주(16,160주 증가), 화성산업보통주 2,701주(2,701주 증가), 동일산업보통주 252주(252주 증가), 디엠에스 3,710주(3,710주 증가), 티웨이홀딩스보 3,630주(3,630주 증가), 계룡건설산업보 2,489주(2,489주 증가), 서부티엔디 12,473주, 후성 보통주 6,353주(1,126주 감소), 테라세미콘0주(1,412주 감소), 엔씨소프트보통 0주(423주 감소), 에이피시스템 1,613주(2,015주 감소), SK이노베이션 보 284주(331주 감소), 메리츠화재해상 0주(518주 감소), 한미약품보통주 0주(11주 감소), 강원랜드보통주 0주(510주 감소), 한화테크윈 0주(1,856주 감소), 현대중공업보통 375주(154주 증가), 코리아나화장품 0주(2,261주 감소), LG이노텍보통주 868주(406주 증가), GS보통주 1,762주(547주 증가), SK보통주 170주(20주 증가), 슈피겐코리아 830주, 현대엘리베이터 0주(260주 감소), 인바디 0주(108주 감소), 선창산업보통주 0주(471주 감소), 한글과컴퓨터 0주(1,059주 감소), 신세계인터내셔 159주(159주 증가), LG디스플레이보2,498주(2,498주 증가),대원산업 3,155주(3,155주 증가), 동아엘텍 1,451주(1,451주 증가), 기아자동차보통 840주(840주 증가),인터로조 1,121주(1,121주 증가), 삼성전자보통주 25주(25주 증가), 서한 11,659주(11,659주 증가), 황금에스티보통 3,390주(3,390주 증가), 심텍 2,765주(2,765주 증가), 이녹스705주(705주 증가) 등",6822130,6800155,5875580,5853605,
MSY7784L,201603,유가증권,상장주식,배우자,"한국투자금융지 314주(166주 감소), AK홀딩스보통주 0주(212주 감소), LG유플러스보통 2,534주(1,055주 증가), 액토즈소프트 0주(143주 감소), 씨제이제일제당 188주(116주 증가), 한국토지 신탁 19,784주(13,443주 증가), NAVER보통주 36주(27주 증가), KB금융지주 보통 3,505주(3,016주 증가), 호텔신라보통주 284주 (10주 증가), 하나투어보통주 0주(79주 감소), 케이지이니시스 758주(530주 감소), 아이원스 846주(846주 증가), 한국투자 KINDEX 5,667주(5,667주 증가), 메디톡스 66주(66주 증가), 에스.엠.엔터테 1,332주(1,332주 증가), 풍산 보통주 2,976주 (2,976주 증가), 한섬보통주 1,838주(1,838주 증가), 코오롱 인더스트 184주(184주 증가), 한화보통주 1,336주(1,336주 증가), 다원시스 1,228주(1,228주 증가), 삼성생명보험보 380주(380주 증가), 케이티보통주 2,279주(2,279주 증가), 만도보통주 284주(284주 증가), 코스맥스보통주 388주(388주 증가), 씨제이오쇼핑 64주(64주 증가), 멜파스 1,557주(1,557주 증가), 화승인더스트리 724주(724주 증가), BGF리테일보통주 76주(76주 증가), SK텔레콤보통주 459주(428주 증가), 현대산업 개발보 514주(181주 감소), 효성보통주 1,005주(551주 증가), 중소기업은행보 3,026주(1,750주 증가), 이오테크닉스 258주 (204주 증가), 이에스브이 1,057주(1,057주 증가), 삼성 KODEX 200 3,984주(3,984주 증가), LG상사보통주 2,968주(2,968주
증가), 삼성SDI보통주 716주(716주 증가), 두산보통주 647주 (647주 증가), 웅진씽크빅 보통 5,543주(5,543주 증가), 삼성물산 보통주 440주(440주 증가), 동아타이어공업 2,422주(2,422주 증가), 아스트 1,066주(1,066주 증가), 한국가스공사보 260주(260주 증가), 지역난방공사보 134주(134주 증가), 고영테크놀러지 878주(878주 증가), LS보통주 858주(858주 증가), 대림B&Co보통주 949주(949주 증가), LG화학보통주 263주(163주 증가), 현대글로비스보 1,127주(373주 증가), 대우증권보통주 312주(594주 감소), 우리투자증권보 0주 (1,903주 감소), 한세실업보통주 652주(164주 증가), 팜스코 보통주 0주(1,038주 감소), 데브시스터즈 0주(305주 감소), 한국전력공사보 1,325주(961주 증가), 한국항공우주산 0주 (406주 감소), KB손해보험보통 1,965주(1,965주 증가), 현대미포 조선보 1,942주(1,942주 증가), 동부화재해상보 1,077주 (1,077주 증가), 현대해상화재보 786주(786주 증가), 대웅제약 보통주 312주(312주 증가), 녹십자홀딩스보 554주(554주 증가), 아이에스시 556주(556주 증가), S&T모티브보통주 332주(332주 증가), 삼양사보통주 159주(159주 증가), 서울옥션 1,727주 (1,727주 증가), 신세계보통주 84주(84주 증가), 아이쓰리시스템 364주(364주 증가), LS산전보통주 877주(877주 증가), 휴온스
273주(273주 증가), 이건산업보통주 784주(784주 증가), 서부 티엔디 12,473주(3,075주 감소), 엘지하우시스 0주(287주 감소), SKC보통주 0주(295주 감소), 신세계인터내셔 0주(69주 감소), 후성 보통주 7,479주(6,186주 증가), 한신공영보통주 0주(786주 감소), SK이노베이션 보 615주(485주 증가), LG디스플레이보 0주(536주 감소), 일진홀딩스보통 0주(2,671주 감소), 테라세미콘
1,412주(1,412주 증가), 엔씨소프트보통 423주(423주 증가), 에이피시스템 3,628주(3,628주 증가), 메리츠화재해상 518주(518주 증가), 한미약품보통주 11주(11주 증가), 강원랜드 보통주 510주(510주 증가), 한화테크윈 1,856주(1,856주 증가), 현대중공업보통 221주(221주 증가), 코리아나화장품 2,261주 (2,261주 증가), LG이노텍보통주 462주(462주 증가), GS보통주 1,215주(1,215주 증가), SK보통주 150주(150주 증가), 슈피겐 코리아 830주(830주 증가), 현대엘리베이터 260주(260주 증가), 인바디 108주(108주 증가), 선창산업보통주 471주(471주 증가), 한글과컴퓨터 1,059주(1,059주 증가), 엔에이치엔엔터 0주 (295주 감소), 신세계건설 1,308주(1,170주 증가), 바텍 0주 (318주 감소), 쿠쿠전자보통주 0주(123주 감소), 고려아연보통주 150주(112주 증가), 피에스케이 0주(463주 감소), 와이지 엔터테인 146주(58주 감소), 현대공업 0주(636주 감소), 삼성 KODEX 삼성 17,204주(17,204주 증가), 씨제이씨지브이 695주 (695주 증가), 에코프로 2,876주(2,876주 증가), 주성 엔지니어링 6,055주(6,055주 증가), 두산중공업보통 2,116주 (2,116주 증가), LG보통주 1,653주(1,653주 증가), 나이스 평가정보 2,959주(2,959주 증가), 바이오랜드 785주(785주 증가), 동아에스티보통 266주(266주 증가), 우리은행보통주 7,273주(7,273주 증가), 에넥스보통주 2,977주(2,977주 증가), 오스템임플란트 103주(103주 증가) 등",6800155,1538697,6198562,937104,
